Date time,Home (kW),Solar (kW),Powerwall (kW),Grid (kW)
2019-08-08T04:50:00.000-04:00,0.2,0,0,0.2
2019-08-08T04:55:00.000-04:00,0.2,0,0,0.2
2019-08-08T05:00:00.000-04:00,0.2,0,0,0.2
2019-08-08T05:05:00.000-04:00,0.2,0,0,0.2
2019-08-08T05:10:00.000-04:00,0.1,0,0,0.1
2019-08-08T05:15:00.000-04:00,0,0,0,0
2019-08-08T05:20:00.000-04:00,0,0,0,0
2019-08-08T05:25:00.000-04:00,0,0,0,0
2019-08-08T05:30:00.000-04:00,0,0,0,0
2019-08-08T05:35:00.000-04:00,0,0,0,0
2019-08-08T05:40:00.000-04:00,0,0,0,0
2019-08-08T05:45:00.000-04:00,0.1,0,0,0.1
2019-08-08T05:50:00.000-04:00,0.2,0,0,0.2
2019-08-08T05:55:00.000-04:00,0.2,0,0,0.2
2019-08-08T06:00:00.000-04:00,0.2,0,0,0.2
2019-08-08T06:05:00.000-04:00,0.2,0,0,0.2
2019-08-08T06:10:00.000-04:00,0.2,0,0,0.2
2019-08-08T06:15:00.000-04:00,0.2,0,0,0.2
2019-08-08T06:20:00.000-04:00,0.2,0,0,0.2
2019-08-08T06:25:00.000-04:00,0.2,0,0,0.2
2019-08-08T06:30:00.000-04:00,0.2,0,0,0.2
2019-08-08T06:35:00.000-04:00,0.2,0,0,0.2
2019-08-08T06:40:00.000-04:00,0.5,0,0,0.5
2019-08-08T06:45:00.000-04:00,0.6,0,0,0.6
2019-08-08T06:50:00.000-04:00,0.1,0,0,0.1
2019-08-08T06:55:00.000-04:00,0.5,0,0,0.5
2019-08-08T07:00:00.000-04:00,0,0,0,0
2019-08-08T07:05:00.000-04:00,0,0,0,0
2019-08-08T07:10:00.000-04:00,0,0,0,0
2019-08-08T07:15:00.000-04:00,0,0,0,0
2019-08-08T07:20:00.000-04:00,0.9,0,0,0.9
2019-08-08T07:25:00.000-04:00,0.3,0,0,0.3
2019-08-08T07:30:00.000-04:00,0.3,0,0,0.3
2019-08-08T07:35:00.000-04:00,0.2,0,0,0.2
2019-08-08T07:40:00.000-04:00,0.3,0,0,0.3
2019-08-08T07:45:00.000-04:00,0.3,0.1,0,0.2
2019-08-08T07:50:00.000-04:00,0.2,0.1,-0.1,0.2
2019-08-08T07:55:00.000-04:00,0.2,0.1,-0.1,0.2
2019-08-08T08:00:00.000-04:00,0.2,0.2,-0.2,0.2
2019-08-08T08:05:00.000-04:00,0.2,0.3,-0.3,0.2
2019-08-08T08:10:00.000-04:00,0.3,0.3,-0.2,0.1
2019-08-08T08:15:00.000-04:00,0.5,0.5,-0.4,0.4
2019-08-08T08:20:00.000-04:00,0.3,0.5,-0.5,0.3
2019-08-08T08:25:00.000-04:00,0.5,0.5,-0.5,0.5
2019-08-08T08:30:00.000-04:00,0.3,0.4,-0.4,0.3
2019-08-08T08:35:00.000-04:00,0.5,0.5,-0.4,0.5
2019-08-08T08:40:00.000-04:00,0.5,0.5,-0.5,0.5
2019-08-08T08:45:00.000-04:00,0.3,0.5,-0.5,0.3
2019-08-08T08:50:00.000-04:00,0.2,0.5,-0.5,0.2
2019-08-08T08:55:00.000-04:00,0.5,0.6,-0.6,0.4
2019-08-08T09:00:00.000-04:00,0.3,0.7,-0.7,0.3
2019-08-08T09:05:00.000-04:00,0.7,0.9,-0.9,0.7
2019-08-08T09:10:00.000-04:00,0.3,1.2,-1.1,0.2
2019-08-08T09:15:00.000-04:00,0.3,1.4,-1.4,0.2
2019-08-08T09:20:00.000-04:00,0.6,1.6,-1.5,0.5
2019-08-08T09:25:00.000-04:00,0.2,1.5,-1.4,0.2
2019-08-08T09:30:00.000-04:00,0.3,1,-1,0.3
2019-08-08T09:35:00.000-04:00,0.3,1.2,-1.1,0.2
2019-08-08T09:40:00.000-04:00,0.3,1.6,-1.5,0.2
2019-08-08T09:45:00.000-04:00,0.3,1.5,-1.5,0.3
2019-08-08T09:50:00.000-04:00,0.3,3.5,-3,-0.1
2019-08-08T09:55:00.000-04:00,0.4,4,-3.2,-0.4
2019-08-08T10:00:00.000-04:00,0.3,4.1,-2.4,-1.4
2019-08-08T10:05:00.000-04:00,0.7,3.8,-2,-1.1
2019-08-08T10:10:00.000-04:00,0.3,2.1,-1.2,-0.6
2019-08-08T10:15:00.000-04:00,0.2,1.4,-0.6,-0.5
2019-08-08T10:20:00.000-04:00,0.2,1.4,-0.7,-0.5
2019-08-08T10:25:00.000-04:00,0.3,3.3,-0.6,-2.4
2019-08-08T10:30:00.000-04:00,0.4,4.6,0,-4.2
2019-08-08T10:35:00.000-04:00,0.3,5.1,0,-4.8
2019-08-08T10:40:00.000-04:00,0.4,4.1,0,-3.8
2019-08-08T10:45:00.000-04:00,0.3,4.7,0,-4.4
2019-08-08T10:50:00.000-04:00,0.6,3.2,0,-2.6
2019-08-08T10:55:00.000-04:00,0.3,4.5,0,-4.2
2019-08-08T11:00:00.000-04:00,0.3,3.9,0,-3.6
2019-08-08T11:05:00.000-04:00,0.3,3.7,0,-3.5
2019-08-08T11:10:00.000-04:00,0.3,5.1,0,-4.8
2019-08-08T11:15:00.000-04:00,0.5,4.5,0,-4
2019-08-08T11:20:00.000-04:00,0.3,4.7,0,-4.4
2019-08-08T11:25:00.000-04:00,0.2,1.6,0,-1.3
2019-08-08T11:30:00.000-04:00,0.4,4.4,0,-4
2019-08-08T11:35:00.000-04:00,0.4,5.2,0,-4.7
2019-08-08T11:40:00.000-04:00,0.3,4.8,0,-4.5
2019-08-08T11:45:00.000-04:00,0.3,3,0,-2.7
2019-08-08T11:50:00.000-04:00,0.3,3.6,0,-3.3
2019-08-08T11:55:00.000-04:00,0.5,3.9,0,-3.3
2019-08-08T12:00:00.000-04:00,0.6,1,0,-0.4
2019-08-08T12:05:00.000-04:00,0.6,4.4,0,-3.8
2019-08-08T12:10:00.000-04:00,0.6,3.9,0,-3.2
2019-08-08T12:15:00.000-04:00,0.6,4.4,0,-3.8
2019-08-08T12:20:00.000-04:00,0.5,3.8,0,-3.3
2019-08-08T12:25:00.000-04:00,0.4,2.5,0,-2.2
2019-08-08T12:30:00.000-04:00,0.6,3.4,0,-2.8
2019-08-08T12:35:00.000-04:00,0.6,2.8,0,-2.2
2019-08-08T12:40:00.000-04:00,0.6,2.2,0,-1.6
2019-08-08T12:45:00.000-04:00,0.6,3.1,0,-2.5
2019-08-08T12:50:00.000-04:00,0.6,1.4,0,-0.8
2019-08-08T12:55:00.000-04:00,0.5,1.5,0,-1
2019-08-08T13:00:00.000-04:00,0.3,1.6,0.3,-1.6
2019-08-08T13:05:00.000-04:00,0.3,2.7,0.3,-2.7
2019-08-08T13:10:00.000-04:00,0.3,4.2,0.2,-4.2
2019-08-08T13:15:00.000-04:00,0.3,4.1,0.3,-4
2019-08-08T13:20:00.000-04:00,0.3,4,0.3,-4
2019-08-08T13:25:00.000-04:00,0.3,4.1,0.3,-4.1
2019-08-08T13:30:00.000-04:00,0.2,3.9,0.2,-3.9
2019-08-08T13:35:00.000-04:00,0.1,3.5,0.1,-3.5
2019-08-08T13:40:00.000-04:00,0.1,3.2,0.1,-3.1
2019-08-08T13:45:00.000-04:00,0.1,2,0.1,-2
2019-08-08T13:50:00.000-04:00,0.1,0.7,0.1,-0.7
2019-08-08T13:55:00.000-04:00,0.1,0.5,0.1,-0.5
2019-08-08T14:00:00.000-04:00,0.2,0.5,0.2,-0.6
2019-08-08T14:05:00.000-04:00,0.2,0.3,0.2,-0.3
2019-08-08T14:10:00.000-04:00,0.3,0.3,0.3,-0.3
2019-08-08T14:15:00.000-04:00,0.2,0.7,0.2,-0.8
2019-08-08T14:20:00.000-04:00,0.3,1.2,0.3,-1.2
2019-08-08T14:25:00.000-04:00,0.3,1.8,0.3,-1.8
2019-08-08T14:30:00.000-04:00,0.3,3.1,0.3,-3.1
2019-08-08T14:35:00.000-04:00,0.3,2.8,0.3,-2.9
2019-08-08T14:40:00.000-04:00,0.2,2.8,0.2,-2.8
2019-08-08T14:45:00.000-04:00,0.3,2.9,0.3,-2.9
2019-08-08T14:50:00.000-04:00,0.3,2.6,0.3,-2.6
2019-08-08T14:55:00.000-04:00,0.2,2.1,0.2,-2.1
2019-08-08T15:00:00.000-04:00,0.1,2.6,0.1,-2.6
2019-08-08T15:05:00.000-04:00,0.2,2.3,0.2,-2.3
2019-08-08T15:10:00.000-04:00,0.1,1.9,0.1,-1.9
2019-08-08T15:15:00.000-04:00,0.1,1.6,0.1,-1.6
2019-08-08T15:20:00.000-04:00,0.2,1.5,0.2,-1.5
2019-08-08T15:25:00.000-04:00,0.2,1.4,0.3,-1.4
2019-08-08T15:30:00.000-04:00,0.3,1.3,0.3,-1.3
2019-08-08T15:35:00.000-04:00,0.2,1.3,0.2,-1.3
2019-08-08T15:40:00.000-04:00,0.2,1.2,0.2,-1.2
2019-08-08T15:45:00.000-04:00,0.2,0.9,0.2,-0.9
2019-08-08T15:50:00.000-04:00,0.2,0.8,0.2,-0.9
2019-08-08T15:55:00.000-04:00,0.3,1.1,0.3,-1.1
2019-08-08T16:00:00.000-04:00,0.2,1.1,0.3,-1.1
2019-08-08T16:05:00.000-04:00,0.3,1.1,0.3,-1.1
2019-08-08T16:10:00.000-04:00,0.2,1.3,0.2,-1.3
2019-08-08T16:15:00.000-04:00,0.3,1.1,0.3,-1.1
2019-08-08T16:20:00.000-04:00,0.3,0.8,0.3,-0.8
2019-08-08T16:25:00.000-04:00,0.2,0.7,0.2,-0.7
2019-08-08T16:30:00.000-04:00,0.1,0.7,0.1,-0.7
2019-08-08T16:35:00.000-04:00,0.1,0.5,0.1,-0.5
2019-08-08T16:40:00.000-04:00,0,0.6,0,-0.6
2019-08-08T16:45:00.000-04:00,0.1,0.5,0.1,-0.6
2019-08-08T16:50:00.000-04:00,0.1,0.5,0.1,-0.5
2019-08-08T16:55:00.000-04:00,0.1,0.5,0.1,-0.5
2019-08-08T17:00:00.000-04:00,0.3,0.5,0.3,-0.4
2019-08-08T17:05:00.000-04:00,0.2,0.4,0.2,-0.4
2019-08-08T17:10:00.000-04:00,0.2,0.4,0.2,-0.4
2019-08-08T17:15:00.000-04:00,0.3,0.4,0.3,-0.4
2019-08-08T17:20:00.000-04:00,0.3,0.4,0.2,-0.4
2019-08-08T17:25:00.000-04:00,0.2,0.4,0.2,-0.4
2019-08-08T17:30:00.000-04:00,0.3,0.5,0.3,-0.5
2019-08-08T17:35:00.000-04:00,0.2,0.6,0.2,-0.6
2019-08-08T17:40:00.000-04:00,0.2,0.6,0.2,-0.6
2019-08-08T17:45:00.000-04:00,0.3,0.4,0.3,-0.4
2019-08-08T17:50:00.000-04:00,0.3,0.4,0.3,-0.4
2019-08-08T17:55:00.000-04:00,0.2,0.3,0.2,-0.3
2019-08-08T18:00:00.000-04:00,0.2,0.2,0.2,-0.2
2019-08-08T18:05:00.000-04:00,0.2,0.1,0.2,-0.2
2019-08-08T18:10:00.000-04:00,0.5,0.2,0.5,-0.2
2019-08-08T18:15:00.000-04:00,0.2,0.2,0.2,-0.2
2019-08-08T18:20:00.000-04:00,0.2,0.2,0.3,-0.3
2019-08-08T18:25:00.000-04:00,0.2,0.2,0.2,-0.2
2019-08-08T18:30:00.000-04:00,0.2,0.3,0.2,-0.3
2019-08-08T18:35:00.000-04:00,0.2,0.3,0.2,-0.3
2019-08-08T18:40:00.000-04:00,0.2,0.2,0.2,-0.2
2019-08-08T18:45:00.000-04:00,0.2,0.2,0.2,-0.2
2019-08-08T18:50:00.000-04:00,0.5,0.2,0.5,-0.2
2019-08-08T18:55:00.000-04:00,0.5,0.2,0.5,-0.2
2019-08-08T19:00:00.000-04:00,0.5,0.2,0.5,-0.2
2019-08-08T19:05:00.000-04:00,0.5,0.2,0.5,-0.2
2019-08-08T19:10:00.000-04:00,0.4,0.1,0.4,-0.1
2019-08-08T19:15:00.000-04:00,0.2,0,0.2,0
2019-08-08T19:20:00.000-04:00,0.3,0,0.3,0
2019-08-08T19:25:00.000-04:00,0.2,0,0.2,0
2019-08-08T19:30:00.000-04:00,0,0,0,0
2019-08-08T19:35:00.000-04:00,0.3,0,0.3,0
2019-08-08T19:40:00.000-04:00,0.3,0,0.3,0
2019-08-08T19:45:00.000-04:00,0.6,0,0.6,0
2019-08-08T19:50:00.000-04:00,0.2,0,0.2,0
2019-08-08T19:55:00.000-04:00,0.2,0,0.2,0
2019-08-08T20:00:00.000-04:00,0.2,0,0.2,0
2019-08-08T20:05:00.000-04:00,0.2,0,0.2,0
2019-08-08T20:10:00.000-04:00,0.2,0,0.2,0
2019-08-08T20:15:00.000-04:00,0.2,0,0.2,0
2019-08-08T20:20:00.000-04:00,0.2,0,0.2,0
2019-08-08T20:25:00.000-04:00,0.2,0,0.2,0
2019-08-08T20:30:00.000-04:00,0.2,0,0.2,0
2019-08-08T20:35:00.000-04:00,0.2,0,0.2,0
2019-08-08T20:40:00.000-04:00,0.2,0,0.2,0
2019-08-08T20:45:00.000-04:00,0.2,0,0.2,0
2019-08-08T20:50:00.000-04:00,0.2,0,0.2,0
2019-08-08T20:55:00.000-04:00,0.2,0,0.2,0
2019-08-08T21:00:00.000-04:00,0.2,0,0,0.2
2019-08-08T21:05:00.000-04:00,0.3,0,0,0.3
2019-08-08T21:10:00.000-04:00,0.5,0,0,0.5
2019-08-08T21:15:00.000-04:00,1,0,0,1
2019-08-08T21:20:00.000-04:00,0.6,0,0,0.6
2019-08-08T21:25:00.000-04:00,0.6,0,0,0.6
2019-08-08T21:30:00.000-04:00,0.6,0,0,0.6
2019-08-08T21:35:00.000-04:00,0.6,0,0,0.6
2019-08-08T21:40:00.000-04:00,0.4,0,0,0.4
2019-08-08T21:45:00.000-04:00,0.3,0,0,0.3
2019-08-08T21:50:00.000-04:00,0.3,0,0,0.3
2019-08-08T21:55:00.000-04:00,0.3,0,0,0.3
2019-08-08T22:00:00.000-04:00,0.3,0,0,0.3
2019-08-08T22:05:00.000-04:00,0.3,0,0,0.3
2019-08-08T22:10:00.000-04:00,0.3,0,0,0.3
2019-08-08T22:15:00.000-04:00,0.3,0,0,0.3
2019-08-08T22:20:00.000-04:00,0.3,0,0,0.3
2019-08-08T22:25:00.000-04:00,0.3,0,0,0.3
2019-08-08T22:30:00.000-04:00,0.3,0,0,0.3
2019-08-08T22:35:00.000-04:00,0.3,0,0,0.3
2019-08-08T22:40:00.000-04:00,0.3,0,0,0.3
2019-08-08T22:45:00.000-04:00,0.3,0,0,0.3
2019-08-08T22:50:00.000-04:00,0.3,0,0,0.3
2019-08-08T22:55:00.000-04:00,0.3,0,0,0.3
2019-08-08T23:00:00.000-04:00,0.2,0,0,0.2
2019-08-08T23:05:00.000-04:00,0.5,0,0,0.5
2019-08-08T23:10:00.000-04:00,0.2,0,0,0.2
2019-08-08T23:15:00.000-04:00,0.2,0,0,0.2
2019-08-08T23:20:00.000-04:00,0.2,0,0,0.2
2019-08-08T23:25:00.000-04:00,0.2,0,0,0.2
2019-08-08T23:30:00.000-04:00,0.2,0,0,0.2
2019-08-08T23:35:00.000-04:00,0.2,0,0,0.2
2019-08-08T23:40:00.000-04:00,0.2,0,0,0.2
2019-08-08T23:45:00.000-04:00,0.2,0,0,0.2
2019-08-08T23:50:00.000-04:00,0.2,0,0,0.2
2019-08-08T23:55:00.000-04:00,0.2,0,0,0.2
